Schulform;FSP;BG;Fach;Bezeichnung;KZ_Bereich;Flag;Sortierung;Sortierung2;geaendert
SR;;***;EK;Erdkunde/ Geographie;;1;5;3;2016-02-22 13:12:10
V;;***;EK;Erdkunde/ Geographie;;1;5;3;2016-02-22 13:10:30
WB;;***;EK;Erdkunde/ Geographie;0;1;5;2;2017-04-11 09:01:49
BK;;***;EL;Ernährungslehre;-1;1;5;0;
GE;;***;EL;Ernährungslehre;0;1;5;4;2016-02-22 15:01:57
GM;;GY;EL;Ernährungslehre;0;1;5;4;2016-02-22 15:47:23
GY;;***;EL;Ernährungslehre;;1;5;4;2016-02-22 15:51:36
PS;;***;EL;Ernährungslehre;0;1;5;4;2016-02-22 16:00:09
SB;;***;EL;Ernährungslehre;;1;5;0;
SG;;***;EL;Ernährungslehre;;1;5;5;2016-02-22 13:33:03
SK;;***;EL;Ernährungslehre;0;1;5;5;2016-02-22 13:15:55
G;;***;EM;Unterricht in der Herkunftssprache - Serbisch;;1;5;2;2016-02-22 14:59:25
GE;;***;EM;Unterricht in der Herkunftssprache - Serbisch;;1;5;5;2016-02-22 15:01:58
GM;;***;EM;Unterricht in der Herkunftssprache - Serbisch;0;1;5;5;2016-02-22 15:47:25
GY;;***;EM;Unterricht in der Herkunftssprache - Serbisch;;1;5;5;2016-02-22 15:51:36
H;;***;EM;Unterricht in der Herkunftssprache - Serbisch;;1;5;5;2016-02-22 15:57:14
PS;;***;EM;Unterricht in der Herkunftssprache - Serbisch;0;1;5;5;2016-02-22 16:00:09
R;;***;EM;Unterricht in der Herkunftssprache - Serbisch;;1;5;5;2016-02-22 16:07:18
S;;***;EM;Unterricht in der Herkunftssprache - Serbisch;;1;5;4;2016-02-22 14:19:15
SG;;***;EM;Unterricht in der Herkunftssprache - Serbisch;;1;5;6;2016-02-22 13:33:04
SK;;***;EM;Unterricht in der Herkunftssprache - Serbisch;0;1;5;6;2016-02-22 13:15:55
SR;;***;EM;Unterricht in der Herkunftssprache - Serbisch;;1;5;4;2016-02-22 13:12:11
V;;***;EM;Unterricht in der Herkunftssprache - Serbisch;;1;5;4;2016-02-22 13:10:31
BK;;***;EN;Evangelische Religionslehre (konfessionell kooperativ);0;1;5;0;2018-06-06 14:26:01
G;;***;EN;Evangelische Religionslehre (konfessionell kooperativ);0;1;5;4;2018-04-03 15:45:01
GE;;***;EN;Evangelische Religionslehre (konfessionell kooperativ);0;1;5;7;2018-04-04 15:27:30
GM;;***;EN;Evangelische Religionslehre (konfessionell kooperativ);0;1;5;7;2018-04-04 13:41:50
GY;;***;EN;Evangelische Religionslehre (konfessionell kooperativ);0;1;5;7;2018-04-04 16:10:23
H;;***;EN;Evangelische Religionslehre (konfessionell kooperativ);0;1;5;7;2018-04-04 16:52:11
PS;;***;EN;Evangelische Religionslehre (konfessionell kooperativ);0;1;5;7;2018-04-05 09:37:04
R;;***;EN;Evangelische Religionslehre (konfessionell kooperativ);0;1;5;7;2018-04-05 09:20:15
S;;***;EN;Evangelische Religionslehre (konfessionell kooperativ);0;1;5;6;2018-04-04 13:32:55
SB;;***;EN;Evangelische Religionslehre (konfessionell kooperativ);0;1;5;0;2018-06-06 14:26:55
SG;;***;EN;Evangelische Religionslehre (konfessionell kooperativ);0;1;5;8;2018-04-05 11:28:09
SK;;***;EN;Evangelische Religionslehre (konfessionell kooperativ);0;1;5;8;2018-04-05 10:01:51
SR;;***;EN;Evangelische Religionslehre (konfessionell kooperativ);0;1;5;6;2018-04-05 11:47:05
V;;***;EN;Evangelische Religionslehre (konfessionell kooperativ);0;1;5;6;2018-04-05 11:11:55
WB;;***;EN;Evangelische Religionslehre (konfessionell kooperativ);0;1;5;4;2018-04-05 10:25:28
BK;;***;ER;Evangelische Religionslehre;-1;1;5;0;
G;;***;ER;Evangelische Religionslehre;;1;5;3;2016-02-22 14:59:27
GE;;***;ER;Evangelische Religionslehre;;1;5;6;2016-02-22 15:02:00
GM;;***;ER;Evangelische Religionslehre;0;1;5;6;2016-02-22 15:47:26
GY;;***;ER;Evangelische Religionslehre;;1;5;6;2016-02-22 15:51:39
H;;***;ER;Evangelische Religionslehre;;1;5;6;2016-02-22 15:57:15
PS;;***;ER;Evangelische Religionslehre;0;1;5;6;2016-02-22 16:00:12
R;;***;ER;Evangelische Religionslehre;;1;5;6;2016-02-22 16:07:20
S;;***;ER;Evangelische Religionslehre;0;1;5;5;2018-04-04 13:33:14
SB;;***;ER;Evangelische Religionslehre;;1;5;0;
SG;;***;ER;Evangelische Religionslehre;;1;5;7;2016-02-22 13:33:06
SK;;***;ER;Evangelische Religionslehre;0;1;5;7;2016-02-22 13:15:58
SR;;***;ER;Evangelische Religionslehre;;1;5;5;2016-02-22 13:12:12
V;;***;ER;Evangelische Religionslehre;;1;5;5;2016-02-22 13:10:33
WB;;***;ER;Evangelische Religionslehre;0;1;5;3;2016-02-22 13:09:23
BK;;***;F;Französisch;-1;1;6;0;
FW;;***;F;Französisch;0;1;6;1;2016-02-22 14:59:03
H;;***;F;Französisch;;1;6;1;2016-02-22 15:57:16
S;;***;F;Französisch;0;1;6;1;2016-02-22 14:19:44
SB;;***;F;Französisch;0;1;6;0;
SK;;H;F;Französisch;0;1;6;5;2016-04-18 10:49:11
SK;;H;F;Französisch;0;2;6;5;2016-04-18 10:49:22
V;;***;F;Französisch;;1;6;1;2016-02-22 13:10:36
WB;;***;F;Französisch;0;1;6;1;2016-02-22 13:09:18
GE;;***;F0;Französisch, regulärer Beginn in der Einführungsphase;0;1;6;5;2020-08-13 10:26:52
GE;;***;F0;Französisch, regulärer Beginn in der Einführungsphase;0;2;6;5;2020-08-13 10:26:51
GM;;***;F0;Französisch, regulärer Beginn in der Einführungsphase;0;1;6;5;2017-02-07 10:36:47
GM;;***;F0;Französisch, regulärer Beginn in der Einführungsphase;0;2;6;5;2017-02-07 10:36:52
GY;;***;F0;Französisch, regulärer Beginn in der Einführungsphase;0;1;6;5;2016-02-22 15:51:52
GY;;***;F0;Französisch, regulärer Beginn in der Einführungsphase;0;2;6;5;2016-02-22 15:51:55
PS;;***;F0;Französisch, regulärer Beginn in der Einführungsphase;0;1;6;4;2016-02-22 16:00:21
PS;;***;F0;Französisch, regulärer Beginn in der Einführungsphase;0;2;6;4;2016-02-22 16:00:23
SG;;***;F0;Französisch, regulärer Beginn in der Einführungsphase;0;1;6;1;2016-02-22 13:33:07
SG;;***;F0;Französisch, regulärer Beginn in der Einführungsphase;0;2;6;1;2016-02-22 13:33:08
GE;;***;F5;Französisch, regulärer Beginn in Jahrgang 5;;1;6;1;2016-02-22 15:02:02
GE;;***;F5;Französisch, regulärer Beginn in Jahrgang 5;0;2;6;1;2016-02-22 15:02:03
GM;;***;F5;Französisch, regulärer Beginn in Jahrgang 5;0;1;6;1;2016-02-22 15:47:28
GM;;***;F5;Französisch, regulärer Beginn in Jahrgang 5;0;2;6;1;2016-02-22 15:47:29
GY;;***;F5;Französisch, regulärer Beginn in Jahrgang 5;;1;6;1;2016-02-22 15:51:44
GY;;***;F5;Französisch, regulärer Beginn in Jahrgang 5;0;2;6;1;2016-02-22 15:51:45
PS;;***;F5;Französisch, regulärer Beginn in Jahrgang 5;0;1;6;1;2016-02-22 16:00:13
PS;;***;F5;Französisch, regulärer Beginn in Jahrgang 5;0;2;6;1;2016-02-22 16:00:13
R;;***;F5;Französisch, regulärer Beginn in Jahrgang 5;0;1;6;1;2018-03-06 14:09:46
R;;***;F5;Französisch, regulärer Beginn in Jahrgang 5;0;2;6;1;2018-03-06 14:09:40
SG;;***;F5;Französisch, regulärer Beginn in Jahrgang 5;;1;6;2;2016-02-22 13:33:09
SG;;***;F5;Französisch, regulärer Beginn in Jahrgang 5;0;2;6;2;2016-02-22 13:33:11
SK;;***;F5;Französisch, regulärer Beginn in Jahrgang 5;0;1;6;1;2016-02-23 11:07:27
SK;;***;F5;Französisch, regulärer Beginn in Jahrgang 5;0;2;6;1;2016-02-23 11:07:28
SR;;***;F5;Französisch, regulärer Beginn in Jahrgang 5;0;1;6;1;2018-03-06 14:09:18
SR;;***;F5;Französisch, regulärer Beginn in Jahrgang 5;0;2;6;1;2018-03-06 14:09:56
GE;;***;F6;Französisch, regulärer Beginn in Jahrgang 6;0;1;6;2;2016-02-22 15:02:04
GE;;***;F6;Französisch, regulärer Beginn in Jahrgang 6;0;2;6;2;2016-02-22 15:02:04
GM;;***;F6;Französisch, regulärer Beginn in Jahrgang 6;0;1;6;2;2016-02-22 15:47:30
GM;;***;F6;Französisch, regulärer Beginn in Jahrgang 6;0;2;6;2;2016-02-22 15:47:31
GY;;***;F6;Französisch, regulärer Beginn in Jahrgang 6;0;1;6;2;2016-02-22 15:51:46
GY;;***;F6;Französisch, regulärer Beginn in Jahrgang 6;0;2;6;2;2016-02-22 15:51:47
PS;;***;F6;Französisch, regulärer Beginn in Jahrgang 6;0;1;6;2;2016-02-22 16:00:15
PS;;***;F6;Französisch, regulärer Beginn in Jahrgang 6;0;2;6;2;2016-02-22 16:00:17
R;;***;F6;Französisch, regulärer Beginn in Jahrgang 6;0;1;6;2;2018-03-06 14:10:15
R;;***;F6;Französisch, regulärer Beginn in Jahrgang 6;0;2;6;2;2018-03-06 14:10:19
SG;;***;F6;Französisch, regulärer Beginn in Jahrgang 6;0;1;6;3;2016-02-22 13:33:13
SG;;***;F6;Französisch, regulärer Beginn in Jahrgang 6;0;2;6;3;2016-02-22 13:33:14
SK;;***;F6;Französisch, regulärer Beginn in Jahrgang 6;0;1;6;2;2016-02-23 11:07:29
SK;;***;F6;Französisch, regulärer Beginn in Jahrgang 6;0;2;6;2;2016-02-23 11:07:30
SR;;***;F6;Französisch, regulärer Beginn in Jahrgang 6;0;1;6;2;2018-03-06 14:10:30
SR;;***;F6;Französisch, regulärer Beginn in Jahrgang 6;0;2;6;2;2018-03-06 14:10:24
GE;;***;F7;Französisch, regulärer Beginn in Jahrgang 7;0;1;6;3;2020-08-13 10:26:46
GE;;***;F7;Französisch, regulärer Beginn in Jahrgang 7;0;2;6;3;2020-08-13 10:26:44
GM;;***;F7;Französisch, regulärer Beginn in Jahrgang 7;0;1;6;3;2016-02-22 15:47:32
GM;;***;F7;Französisch, regulärer Beginn in Jahrgang 7;0;2;6;3;2016-02-22 15:47:33
GY;;***;F7;Französisch, regulärer Beginn in Jahrgang 7;;1;6;3;2016-02-22 15:51:47
GY;;***;F7;Französisch, regulärer Beginn in Jahrgang 7;0;2;6;3;2016-02-22 15:51:49
R;;***;F7;Französisch, regulärer Beginn in Jahrgang 7;0;1;6;3;2018-03-06 14:10:58
R;;***;F7;Französisch, regulärer Beginn in Jahrgang 7;0;2;6;3;2018-03-06 14:10:53
SG;;***;F7;Französisch, regulärer Beginn in Jahrgang 7;0;1;6;4;2020-08-13 09:18:17
SG;;***;F7;Französisch, regulärer Beginn in Jahrgang 7;0;2;6;4;2020-08-13 09:18:18
SK;;***;F7;Französisch, regulärer Beginn in Jahrgang 7;0;1;6;3;2016-02-23 11:07:31
SK;;***;F7;Französisch, regulärer Beginn in Jahrgang 7;0;2;6;3;2016-02-23 11:07:32
GE;;***;F8;Französisch, regulärer Beginn in Jahrgang 8;;1;6;4;2020-08-13 10:26:50
GE;;***;F8;Französisch, regulärer Beginn in Jahrgang 8;0;2;6;4;2020-08-13 10:26:47
GM;;***;F8;Französisch, regulärer Beginn in Jahrgang 8;0;1;6;4;2016-02-22 15:47:35
GM;;***;F8;Französisch, regulärer Beginn in Jahrgang 8;0;2;6;4;2016-02-22 15:47:36
GY;;***;F8;Französisch, regulärer Beginn in Jahrgang 8;;1;6;4;2016-02-22 15:51:49
GY;;***;F8;Französisch, regulärer Beginn in Jahrgang 8;0;2;6;4;2016-02-22 15:51:51
PS;;***;F8;Französisch, regulärer Beginn in Jahrgang 8;0;1;6;3;2016-02-22 16:00:18
PS;;***;F8;Französisch, regulärer Beginn in Jahrgang 8;0;2;6;3;2016-02-22 16:00:20
R;;***;F8;Französisch, regulärer Beginn in Jahrgang 8;0;1;6;4;2018-03-06 14:12:04
R;;***;F8;Französisch, regulärer Beginn in Jahrgang 8;0;2;6;4;2018-03-06 14:11:35
SG;;***;F8;Französisch, regulärer Beginn in Jahrgang 8;0;1;6;5;2020-08-13 09:18:19
SG;;***;F8;Französisch, regulärer Beginn in Jahrgang 8;0;2;6;5;2020-08-13 09:18:21
SK;;***;F8;Französisch, regulärer Beginn in Jahrgang 8;0;1;6;4;2016-02-23 11:07:34
SK;;***;F8;Französisch, regulärer Beginn in Jahrgang 8;0;2;6;4;2016-02-23 11:07:36
SR;;***;F8;Französisch, regulärer Beginn in Jahrgang 8;0;1;6;3;2018-03-06 14:11:33
SR;;***;F8;Französisch, regulärer Beginn in Jahrgang 8;0;2;6;4;2018-03-06 14:11:24
BK;;***;FB;Fächer des berufsbezogenen Bereichs;;1;6;0;
SB;;***;FB;Fächer des berufsbezogenen Bereichs;;1;6;0;
BK;;***;FK;Fremdsprachliche Kommunikation;0;1;6;0;2012-04-17 10:23:34
SB;;***;FK;Fremdsprachliche Kommunikation;0;1;6;0;2012-04-17 10:23:50
BK;;***;FP;Fachpraxis;-1;1;6;0;
SB;;***;FP;Fachpraxis;;1;6;0;
GE;;***;FQ;Französisch, außerhalb des regulären Fachunterrichts;0;1;6;6;2020-08-13 10:27:01
GM;;***;FQ;Französisch, außerhalb des regulären Fachunterrichts;0;1;6;6;2017-02-07 10:40:42
GY;;***;FQ;Französisch, außerhalb des regulären Fachunterrichts;0;1;6;6;2016-02-22 15:51:56
PS;;***;FQ;Französisch, außerhalb des regulären Fachunterrichts;0;1;6;5;2016-02-22 16:00:25
R;;***;FQ;Französisch, außerhalb des regulären Fachunterrichts;0;1;6;5;2016-03-23 10:48:03
SG;;***;FQ;Französisch, außerhalb des regulären Fachunterrichts;0;1;6;6;2020-08-13 09:18:32
SK;;***;FQ;Französisch, außerhalb des regulären Fachunterrichts;0;1;6;6;2016-02-22 13:18:17
SR;;***;FQ;Französisch, außerhalb des regulären Fachunterrichts;0;1;6;4;2016-03-23 11:22:47
BK;;***;FU;Förderunterricht;-1;1;6;0;
G;;***;FU;Förderunterricht;;1;6;1;2016-02-22 14:59:28
PS;;***;FU;Förderunterricht;0;1;6;6;2016-02-22 16:00:30
SB;;***;FU;Förderunterricht;;1;6;0;
V;;***;FU;Förderunterricht;;1;6;2;2016-02-22 13:10:37
FW;;***;G;Altgriechisch;0;1;7;1;2016-02-22 14:59:05
S;;***;G;Altgriechisch;0;1;7;1;2016-02-22 14:19:52
WB;;***;G;Altgriechisch;0;1;7;1;2016-02-22 13:09:11
GE;;***;G0;Altgriechisch, regulärer Beginn in der Einführungsphase;0;1;7;5;2020-08-13 10:27:08
GE;;***;G0;Altgriechisch, regulärer Beginn in der Einführungsphase;0;2;7;5;2020-08-13 10:27:32
GM;;***;G0;Altgriechisch, regulärer Beginn in der Einführungsphase;0;1;7;5;2017-02-07 10:36:54
GM;;***;G0;Altgriechisch, regulärer Beginn in der Einführungsphase;0;2;7;5;2017-02-07 10:36:55
GY;;***;G0;Altgriechisch, regulärer Beginn in der Einführungsphase;0;1;7;5;2016-02-22 15:52:09
GY;;***;G0;Altgriechisch, regulärer Beginn in der Einführungsphase;0;2;7;5;2016-02-22 15:52:11
PS;;***;G0;Altgriechisch, regulärer Beginn in der Einführungsphase;0;1;7;4;2016-02-22 16:00:38
PS;;***;G0;Altgriechisch, regulärer Beginn in der Einführungsphase;0;2;7;4;2016-02-22 16:00:41
SG;;***;G0;Altgriechisch, regulärer Beginn in der Einführungsphase;0;1;7;1;2016-02-22 13:33:19
SG;;***;G0;Altgriechisch, regulärer Beginn in der Einführungsphase;0;2;7;1;2016-02-22 13:33:20
GE;;***;G5;Altgriechisch, regulärer Beginn in Jahrgang 5;;1;7;1;2016-02-22 15:02:13
GE;;***;G5;Altgriechisch, regulärer Beginn in Jahrgang 5;0;2;7;1;2016-02-22 15:02:15
GM;;***;G5;Altgriechisch, regulärer Beginn in Jahrgang 5;0;1;7;1;2016-02-22 15:47:41
GM;;***;G5;Altgriechisch, regulärer Beginn in Jahrgang 5;0;2;7;1;2016-02-22 15:47:44
GY;;***;G5;Altgriechisch, regulärer Beginn in Jahrgang 5;;1;7;1;2016-02-22 15:51:59
GY;;***;G5;Altgriechisch, regulärer Beginn in Jahrgang 5;0;2;7;1;2016-02-22 15:52:01
PS;;***;G5;Altgriechisch, regulärer Beginn in Jahrgang 5;0;1;7;1;2016-02-22 16:00:30
PS;;***;G5;Altgriechisch, regulärer Beginn in Jahrgang 5;0;2;7;1;2016-02-22 16:00:31
SG;;***;G5;Altgriechisch, regulärer Beginn in Jahrgang 5;;1;7;2;2016-02-22 13:33:21
SG;;***;G5;Altgriechisch, regulärer Beginn in Jahrgang 5;0;2;7;2;2016-02-22 13:33:22
SK;;***;G5;Altgriechisch, regulärer Beginn in Jahrgang 5;0;1;7;1;2016-02-22 13:18:20
SK;;***;G5;Altgriechisch, regulärer Beginn in Jahrgang 5;0;2;7;1;2016-02-22 13:18:21
GE;;***;G6;Altgriechisch, regulärer Beginn in Jahrgang 6;0;1;7;2;2016-02-22 15:02:16
GE;;***;G6;Altgriechisch, regulärer Beginn in Jahrgang 6;0;2;7;2;2016-02-22 15:02:17
GM;;***;G6;Altgriechisch, regulärer Beginn in Jahrgang 6;0;1;7;2;2016-02-22 15:47:45
GM;;***;G6;Altgriechisch, regulärer Beginn in Jahrgang 6;0;2;7;2;2016-02-22 15:47:46
GY;;***;G6;Altgriechisch, regulärer Beginn in Jahrgang 6;0;1;7;2;2016-02-22 15:52:02
GY;;***;G6;Altgriechisch, regulärer Beginn in Jahrgang 6;0;2;7;2;2016-02-22 15:52:03
PS;;***;G6;Altgriechisch, regulärer Beginn in Jahrgang 6;0;1;7;2;2016-02-22 16:00:31
PS;;***;G6;Altgriechisch, regulärer Beginn in Jahrgang 6;0;2;7;2;2016-02-22 16:00:33
SG;;***;G6;Altgriechisch, regulärer Beginn in Jahrgang 6;0;1;7;3;2016-02-22 13:33:23
SG;;***;G6;Altgriechisch, regulärer Beginn in Jahrgang 6;0;2;7;3;2016-02-22 13:33:24
SK;;***;G6;Altgriechisch, regulärer Beginn in Jahrgang 6;0;1;7;2;2016-02-22 13:18:22
SK;;***;G6;Altgriechisch, regulärer Beginn in Jahrgang 6;0;2;7;2;2016-02-22 13:18:23
GE;;***;G7;Altgriechisch, regulärer Beginn in Jahrgang 7;0;1;7;3;2020-08-13 10:27:02
GE;;***;G7;Altgriechisch, regulärer Beginn in Jahrgang 7;0;2;7;3;2020-08-13 10:27:03
GM;;***;G7;Altgriechisch, regulärer Beginn in Jahrgang 7;0;1;7;3;2016-02-22 15:47:47
GM;;***;G7;Altgriechisch, regulärer Beginn in Jahrgang 7;0;2;7;3;2016-02-22 15:47:48
GY;;***;G7;Altgriechisch, regulärer Beginn in Jahrgang 7;;1;7;3;2016-02-22 15:52:03
GY;;***;G7;Altgriechisch, regulärer Beginn in Jahrgang 7;0;2;7;3;2016-02-22 15:52:04
SG;;***;G7;Altgriechisch, regulärer Beginn in Jahrgang 7;0;1;7;4;2020-08-13 09:18:34
SG;;***;G7;Altgriechisch, regulärer Beginn in Jahrgang 7;0;2;7;4;2020-08-13 09:18:33
SK;;***;G7;Altgriechisch, regulärer Beginn in Jahrgang 7;0;1;7;3;2016-02-22 13:18:24
SK;;***;G7;Altgriechisch, regulärer Beginn in Jahrgang 7;0;2;7;3;2016-02-22 13:18:25
GE;;***;G8;Altgriechisch, regulärer Beginn in Jahrgang 8;;1;7;4;2020-08-13 10:27:03
GE;;***;G8;Altgriechisch, regulärer Beginn in Jahrgang 8;0;2;7;4;2020-08-13 10:27:08
GM;;***;G8;Altgriechisch, regulärer Beginn in Jahrgang 8;0;1;7;4;2016-02-22 15:47:49
GM;;***;G8;Altgriechisch, regulärer Beginn in Jahrgang 8;0;2;7;4;2016-02-22 15:47:51
GY;;***;G8;Altgriechisch, regulärer Beginn in Jahrgang 8;;1;7;4;2016-02-22 15:52:06
GY;;***;G8;Altgriechisch, regulärer Beginn in Jahrgang 8;0;2;7;4;2016-02-22 15:52:08
PS;;***;G8;Altgriechisch, regulärer Beginn in Jahrgang 8;0;1;7;3;2016-02-22 16:00:36
PS;;***;G8;Altgriechisch, regulärer Beginn in Jahrgang 8;0;2;7;3;2016-02-22 16:00:38
SG;;***;G8;Altgriechisch, regulärer Beginn in Jahrgang 8;0;1;7;5;2020-08-13 09:18:39
SG;;***;G8;Altgriechisch, regulärer Beginn in Jahrgang 8;0;2;7;5;2020-08-13 09:18:35
SK;;***;G8;Altgriechisch, regulärer Beginn in Jahrgang 8;0;1;7;4;2016-02-22 13:18:25
SK;;***;G8;Altgriechisch, regulärer Beginn in Jahrgang 8;0;2;7;4;2016-02-22 13:18:28
BK;;***;GA;Geräte- und Maschinenlehre;-1;1;7;0;
SB;;***;GA;Geräte- und Maschinenlehre;;1;7;0;
BK;;***;GB;Grundbildung;0;1;7;0;
SB;;***;GB;Grundbildung;0;1;7;0;
BK;;***;GE;Geschichte;0;1;7;0;
GE;;***;GE;Geschichte;;1;7;7;2020-08-13 10:27:38
GM;;***;GE;Geschichte;0;1;7;7;2017-02-07 10:40:47
GY;;***;GE;Geschichte;;1;7;7;2016-02-22 15:52:15
H;;***;GE;Geschichte;0;1;7;1;2016-02-22 15:57:20
PS;;***;GE;Geschichte;0;1;7;6;2016-02-22 16:00:43
R;;***;GE;Geschichte;;1;7;1;2016-02-22 16:07:37
S;;***;GE;Geschichte;0;1;7;2;2016-02-22 14:19:55
SB;;***;GE;Geschichte;0;1;7;0;
SG;;***;GE;Geschichte;;1;7;6;2016-02-22 13:33:34
SK;;***;GE;Geschichte;0;1;7;6;2016-02-22 13:18:41
SR;;***;GE;Geschichte;;1;7;2;2016-02-22 13:12:16
V;;***;GE;Geschichte;;1;7;1;2016-02-22 13:10:38
WB;;***;GE;Geschichte;0;1;7;2;2016-02-22 13:09:13
GE;;***;GH;Herkunftssprache anstelle einer Pflichtfremdsprache - Neugriechisch;;1;7;8;2020-08-13 10:27:39
GM;;***;GH;Herkunftssprache anstelle einer Pflichtfremdsprache - Neugriechisch;0;1;7;8;2017-02-07 10:40:48
GY;;***;GH;Herkunftssprache anstelle einer Pflichtfremdsprache - Neugriechisch;;1;7;8;2016-02-22 15:52:17
H;;R;GH;Herkunftssprache anstelle einer Pflichtfremdsprache - Neugriechisch;;1;7;2;2016-02-22 15:57:20
PS;;***;GH;Herkunftssprache anstelle einer Pflichtfremdsprache - Neugriechisch;0;1;7;7;2016-02-22 16:00:44
R;;***;GH;Herkunftssprache anstelle einer Pflichtfremdsprache - Neugriechisch;0;1;7;2;2016-02-22 16:07:38
S;;***;GH;Herkunftssprache anstelle einer Pflichtfremdsprache - Neugriechisch;0;1;7;3;2016-02-22 14:20:12
SG;;***;GH;Herkunftssprache anstelle einer Pflichtfremdsprache - Neugriechisch;;1;7;7;2016-02-22 13:33:35
SK;;***;GH;Herkunftssprache anstelle einer Pflichtfremdsprache - Neugriechisch;0;1;7;7;2016-02-22 13:18:44
SR;;***;GH;Herkunftssprache anstelle einer Pflichtfremdsprache - Neugriechisch;;1;7;3;2016-02-22 13:12:17
BK;;***;GL;Gesellschaftslehre;0;1;7;0;
GE;;***;GL;Gesellschaftslehre;;1;7;9;2020-08-13 10:27:40
GM;;***;GL;Gesellschaftslehre;0;1;7;9;2020-05-22 13:21:33
PS;;***;GL;Gesellschaftslehre;0;1;7;8;2020-05-22 13:21:44
SB;;***;GL;Gesellschaftslehre;0;1;7;0;
SK;;***;GL;Gesellschaftslehre;0;1;7;8;2020-05-22 13:22:09
G;;***;GM;Unterricht in der Herkunftssprache - Neugriechisch;;1;7;1;2016-02-22 14:59:29
GE;;***;GM;Unterricht in der Herkunftssprache - Neugriechisch;;1;7;10;2020-08-13 10:28:18
GM;;***;GM;Unterricht in der Herkunftssprache - Neugriechisch;0;1;7;10;2017-02-07 10:40:56
GY;;***;GM;Unterricht in der Herkunftssprache - Neugriechisch;;1;7;9;2016-02-22 15:52:18
H;;***;GM;Unterricht in der Herkunftssprache - Neugriechisch;;1;7;3;2016-02-22 15:57:22
PS;;***;GM;Unterricht in der Herkunftssprache - Neugriechisch;0;1;7;9;2016-02-22 16:00:47
R;;***;GM;Unterricht in der Herkunftssprache - Neugriechisch;;1;7;3;2016-02-22 16:07:40
S;;***;GM;Unterricht in der Herkunftssprache - Neugriechisch;0;1;7;4;2016-02-22 14:20:26
SG;;***;GM;Unterricht in der Herkunftssprache - Neugriechisch;;1;7;8;2016-02-22 13:33:37
SK;;***;GM;Unterricht in der Herkunftssprache - Neugriechisch;0;1;7;9;2016-02-22 13:18:57
SR;;***;GM;Unterricht in der Herkunftssprache - Neugriechisch;;1;7;4;2016-02-22 13:12:18
V;;***;GM;Unterricht in der Herkunftssprache - Neugriechisch;;1;7;2;2016-02-22 13:10:40
WB;;***;GO;Geologie (Oberstufenkolleg Bielefeld);0;1;7;3;2016-02-22 13:09:14
S;;***;GP;Geschichte / Politik;0;1;7;5;2016-02-22 14:20:40
GE;;***;GQ;Altgriechisch, außerhalb des regulären Fachunterrichts;0;1;7;6;2020-08-13 10:27:36
GM;;***;GQ;Altgriechisch, außerhalb des regulären Fachunterrichts;0;1;7;6;2017-02-07 10:40:45
GY;;***;GQ;Altgriechisch, außerhalb des regulären Fachunterrichts;0;1;7;6;2016-02-22 15:52:12
PS;;***;GQ;Altgriechisch, außerhalb des regulären Fachunterrichts;0;1;7;5;2016-02-22 16:00:42
SG;;***;GQ;Altgriechisch, außerhalb des regulären Fachunterrichts;0;1;7;5;2016-02-22 13:33:32
SK;;***;GQ;Altgriechisch, außerhalb des regulären Fachunterrichts;0;1;7;5;2016-02-22 13:18:38
BK;;***;GS;Gestaltungslehre;-1;1;7;0;
SB;;***;GS;Gestaltungslehre;;1;7;0;
S;;***;GU;Gesamtunterricht (nur für Förderschulkindergarten);0;1;7;7;2017-04-11 15:48:11
WB;;***;GW;Geschichte und Sozialwissenschaft;0;1;7;4;2016-02-22 13:09:16
S;;***;H;Hebräisch;0;1;8;1;2016-02-22 14:21:09
WB;;***;H;Hebräisch;0;1;8;1;2016-02-22 13:09:06
GE;;***;H0;Hebräisch, regulärer Beginn in der Einführungsphase;0;1;8;5;2020-08-13 10:28:41
GE;;***;H0;Hebräisch, regulärer Beginn in der Einführungsphase;0;2;8;5;2020-08-13 10:28:39
GM;;***;H0;Hebräisch, regulärer Beginn in der Einführungsphase;0;1;8;5;2017-02-07 10:37:01
GM;;***;H0;Hebräisch, regulärer Beginn in der Einführungsphase;0;2;8;5;2017-02-07 10:37:02
GY;;***;H0;Hebräisch, regulärer Beginn in der Einführungsphase;0;1;8;5;2016-02-22 15:52:33
GY;;***;H0;Hebräisch, regulärer Beginn in der Einführungsphase;0;2;8;5;2016-02-22 15:52:34
PS;;***;H0;Hebräisch, regulärer Beginn in der Einführungsphase;0;1;8;4;2016-02-22 16:01:16
PS;;***;H0;Hebräisch, regulärer Beginn in der Einführungsphase;0;2;8;4;2016-02-22 16:01:18
SG;;***;H0;Hebräisch, regulärer Beginn in der Einführungsphase;0;1;8;1;2016-02-22 13:33:38
SG;;***;H0;Hebräisch, regulärer Beginn in der Einführungsphase;0;2;8;1;2016-02-22 13:33:39
GE;;***;H5;Hebräisch, regulärer Beginn in Jahrgang 5;;1;8;1;2020-08-13 10:28:30
GE;;***;H5;Hebräisch, regulärer Beginn in Jahrgang 5;0;2;8;1;2020-08-13 10:28:29
GM;;***;H5;Hebräisch, regulärer Beginn in Jahrgang 5;0;1;8;1;2016-02-22 15:48:04
GM;;***;H5;Hebräisch, regulärer Beginn in Jahrgang 5;0;2;8;1;2016-02-22 15:48:05
